Topic,Count,Name,Representation,Representative_Docs
196,30,196_neuromorphic_spiking_synaptic_computing,"['neuromorphic', 'spiking', 'synaptic', 'computing', 'neuron', 'classifier', 'criticality', 'burst', 'interpretable', 'plasticity']","['neuromorphic computing scale', 'analysis neuromorphic computing systems application machine learning', 'neuromorphic energy efficient stress detection system spiking neural network']"
197,29,197_turbulence_turbulent_intracluster_swimmer,"['turbulence', 'turbulent', 'intracluster', 'swimmer', 'superfluid', 'suspensions', 'bekharevich', 'khalatnikov', 'vinen', 'multiscaling']","['particle field minimal hydrodynamic model active turbulence', 'statistical properties superfluid turbulence ^4$he hall vinen bekharevich khalatnikov model', 'statistical property superfluid turbulence hall vinen bekharevich khalatnikov model']"
198,29,198_packing_bin_knapsack_approximation,"['packing', 'bin', 'knapsack', 'approximation', 'guillotine', 'tight', 'skewed', 'strip', 'geometric', 'algorithms']","['analysis harmonic function bin packing', 'improve hardness approximation geometric bin packing', 'improved approximation algorithms dimensional bin packing']"
199,29,199_quality_reference_subjective_assessment,"['quality', 'reference', 'subjective', 'assessment', 'video', 'images', 'super', 'resolution', 'supervised', 'perceptual']","['quality assessment multispectral remote sensing images subjective study reference algorithms', 'image quality assessment', 'vision language model guided semi supervised learning reference video quality assessment']"
200,29,200_asymptotic_variational_bernoulli_euler,"['asymptotic', 'variational', 'bernoulli', 'euler', 'buckling', 'beam', 'belleville', 'spring', 'bend', 'elastic']","['continuum modeling nonlinear buckling behavior cnt variational asymptotic method nonlinear fea', 'bend analysis laminate beam isogeometric variational asymptotic method', 'nonlinear vibration euler bernoulli beam variational iteration procedure']"
201,29,201_knowledge_embeddings_graph_answer,"['knowledge', 'embeddings', 'graph', 'answer', 'question', 'graphs', 'completion', 'qa', 'neostory', 'mtl']","['question answer temporal knowledge graphs', 'question answer system knowledge graphs', 'improve multi hop question answer knowledge graphs knowledge base embeddings']"
202,29,202_flop_flip_lfsr_vlsi,"['flop', 'flip', 'lfsr', 'vlsi', 'comparator', 'latch', 'logic', 'power', 'low', 'bit']","['new single phase latch mux base dual edge trigger flip flop low power applications', 'optimized low power dual edge trigger flip flop speed enhancement', 'low power flip flop vlsi applications']"
203,29,203_crowd_religious_gatherings_mela,"['crowd', 'religious', 'gatherings', 'mela', 'kumbh', 'mass', 'counting', 'groups', 'motivated', 'spiritually']","['automated crowd parameter estimation crowd movement analysis kumbh mela', 'integration image processing crowd simulation understand crowd dynamic kumbh mela', 'effect social groups crowd movement mass religious gatherings case study kumbh mela']"
204,29,204_damage_delamination_guide_plates,"['damage', 'delamination', 'guide', 'plates', 'ultrasonic', 'health', 'wave', 'monitoring', 'panel', 'fractal']","['damage detection composite plates', 'damage growth monitoring composite plates', 'ultrasonic guide wave base structural damage detection localization model assist convolutional recurrent neural network']"
205,29,205_federated_vulnerability_logs_intrusion,"['federated', 'vulnerability', 'logs', 'intrusion', 'aerial', 'learning', 'continuous', 'cspm', 'fedrank', 'fl']","['intrusion detection unmanned aerial vehicles uav lightweight federated continuous learning', 'intrusion detection unmanned aerial vehicles uav lightweight federated continuous learning', 'security iot federated learning']"
206,28,206_epoxy_healing_fiber_graphene,"['epoxy', 'healing', 'fiber', 'graphene', 'carbon', 'laminates', 'reinforce', 'glass', 'mechanical', 'self']","['synergistic effect nano graphene mechanical behaviour glass epoxy polymer composite', 'enhanced mechanical self healing properties carbon fiber reinforced epoxy laminates situ grown zno nanorods thermo reversible bond', 'tune interface epoxy base composite laminate epoxy graft graphene oxide enhance mechanical property']"
207,28,207_boltzmann_scheme_law_upwind,"['boltzmann', 'scheme', 'law', 'upwind', 'velocity', 'relative', 'hyperbolic', 'conservation', 'kinetic', 'thermodynamics']","['resolve debate boltzmann gibbs entropy relative energy window eliminates thermodynamic inconsistencies allow negative absolute temperature', 'resolve debate boltzmann gibbs entropy relative energy window eliminates thermodynamic inconsistencies allow negative absolute temperature', 'd2q9 model upwind lattice boltzmann scheme hyperbolic scalar conservation law']"
208,28,208_rammed_earth_cement_stabilise,"['rammed', 'earth', 'cement', 'stabilise', 'shear', 'compressed', 'strength', 'stabilize', 'mohr', 'ram']","['interfacial behavior cement stabilize rammed earth experimental numerical study', 'stress strain characteristics cement stabilise rammed earth', 'strength stress strain characteristic fibre reinforce cement stabilise rammed earth']"
209,28,209_microwave_absorption_strong_cenosphere,"['microwave', 'absorption', 'strong', 'cenosphere', 'absorber', 'absorbers', 'silicide', 'band', 'macroscopic', 'gadolinium']","['data‐driven methodology realize strong broadband microwave absorption property polymer‐fly ash cenosphere composite', 'optimization carbon fiber loading pdms strong microwave absorption', 'porous fibre polymer blend broadband microwave absorption']"
210,28,210_beamforming_millimeter_irs_beam,"['beamforming', 'millimeter', 'irs', 'beam', 'massive', 'user', 'mimo', 'mmwave', 'wave', 'changes']","['hybrid photonic beamforming downlink millimeter wave mimo communication', 'stage fast beam search multi user millimeter wave massive mimo systems', 'spatial correlation aware opportunistic beamforming irs aided multi user systems']"
211,28,211_alzheimer_dementia_disease_diagnosis,"['alzheimer', 'dementia', 'disease', 'diagnosis', 'early', 'voxel', 'neuroimaging', 'changes', 'explainable', 'bimonthly']","['optimal evaluation detection alzheimer', 'deep learning base alzheimer detection novel approach', 'hybrid deep learning model alzheimer diagnosis']"
212,28,212_filter_pushpavathi_cosine_5660,"['filter', 'pushpavathi', 'cosine', '5660', 'frozen', 'median', 'narendra', 'january', '175', '101']","['pushpavathi k. b. kanmani narrow band digital filter carrier aggregation journal science technology volume issue sep october 2020 issn 2456 5660 pp 70 77', 'narrow band digital filter carrier aggregation journal science technology volume issue sep october 2020 issn 2456 5660 author pushpavathi k.p b.kanmani', 'pushpavathi k.p b.kanmani explore application frozen newton method design digital filter international journal advanced trends computer science engineering 10(1 january- february 2021 175 180 author pushpavathi']"
213,28,213_welding_butt_arc_magnetically,"['welding', 'butt', 'arc', 'magnetically', 'impelled', 'impel', 'ultrasonic', 'pearson', 'miab', 'weld']","['temperature controlled power supply design magnetically impel arc butt welding', 'time controlled power supply design magnetically impelled arc butt welding', 'welding low carbon steel tubes magnetically impelled arc butt welding experimental investigation characterization']"
214,27,214_radius_inequality_numerical_operator,"['radius', 'inequality', 'numerical', 'operator', 'norm', 'bound', 'notion', 'mathcal', 'berezin', 'cartesian']","['strengthen spectral radius numerical radius berezin radius inequality', 'numerical radius inequality operator matrix', 'numerical radius inequality operator matrix new norm b(h']"
215,27,215_ddos_attack_attacks_mitigation,"['ddos', 'attack', 'attacks', 'mitigation', 'mitigate', 'denial', 'dos', 'prevention', 'defined', 'sdn']","['ddos attack detection mitigation anomaly detection machine learning models', 'detection mitigation ddos attacks deep learning algorithms', 'survey machine learn technique detection ddos attack']"
216,27,216_web_search_document_retrieval,"['web', 'search', 'document', 'retrieval', 'crawler', 'engine', 'ranking', 'adoptive', 'dictionaries', 'lucene']","['intelligent web mining technique semantic web', 'web object ranking location base web object search', 'search engine optimization machine learning web page classification']"
217,27,217_kannada_translation_text_summarization,"['kannada', 'translation', 'text', 'summarization', 'authorship', 'document', 'multilingual', 'pos', 'language', 'english']","['keyword extraction based summarization categorize kannada text document', 'empirical analysis pos tagging kannada machine translation', 'text document summarization pos tagging kannada text document']"
218,26,218_adaptation_domain_unsupervised_contradistinguisher,"['adaptation', 'domain', 'unsupervised', 'contradistinguisher', 'imperative', 'vapnik', 'source', 'submodular', 'subset', 'supervised']","['contradistinguisher vapnik imperative unsupervised domain\\n adaptation', 'contradistinguisher vapnik imperative unsupervised domain adaptation', 'universal source free domain adaptation']"
219,26,219_boron_borophene_hexagonal_nitride,"['boron', 'borophene', 'hexagonal', 'nitride', 'arsenide', 'emitter', 'clustered', 'adsorption', 'explain', '2d']","['surface roughness explain observed water contact angle slip length 2d hexagonal boron nitride', 'enhanced heat dissipation reduced power consumption electronics 2d hexagonal boron nitride', 'impact defect dynamic formation quantum emitter hexagonal boron nitride']"
220,26,220_social_hyperlink_influencer_ijrte,"['social', 'hyperlink', 'influencer', 'ijrte', 'networks', 'link', 'groups', 'node', 'higher', 'talkative']","['hybrid link prediction model explainable ai online social network', 'machine learning social networks', 'link prediction influencer node social network']"
221,26,221_metasurface_metasurfaces_harmonic_resonant,"['metasurface', 'metasurfaces', 'harmonic', 'resonant', 'infrared', 'second', 'silicon', 'gallium', 'resonances', 'mid']","['polarization independent enhancement zeroth order diffract second harmonic multilayer gallium selenide silicon resonant metasurface', 'harmonic generation 2d material couple resonant metasurface', 'polarization engineer second harmonic generation enhancement amorphous silicon gallium nitride heterogeneous resonant metasurface']"
